instruction_zh,input_zh
根据这个主题Write a short story. 讲讲你的故事。,这是一个关于爱的主题。
给定两个字符串，找到它们之间的最长公共子序列（即最长的相同子字符串，不要求连续）。,"给出以下两个字符串：
""abcdefgh""
""abdcfgh""
找到它们之间的最长公共子序列。"
"找到并删除以下文本中的所有重复字符:""一串字符串""",
告诉我如何制作一道简单的西红柿意大利面。,
描述您拥有或经常使用的任何一种技术产品，并提供有关该产品的玩法技巧。,您拥有一个智能手机。
写出一个使用递归算法的快速排序算法。,
请给我一份今年社交媒体创新趋势的报告,以过去一年为基础，报道了最新的社交媒体和数字营销趋势
在上下文中找到一个问题的答案。,他是谁？
解释一个数学概念，如何将它应用到实际情况中去。,离散数学：通过离散对象的研究进行数学方法的研究，通常包括离散结构，如集合、图和序列。
"在以下两个句子之间使用适当的过渡词连接它们。

句子1：昨天我去了电影院。
句子2：我看了一部很有趣的电影。",
利用Excel制作一个简单的数据表。,我最近收集了一些数据，需要一个简单的Excel数据表来帮助整理。
在一篇文章中找到三个顶级关键词，并列出它们在文章中的出现频率。,文章：日本奈良公园发生樱花旅游大盗：消息称，大量游客涌入该景点，而公园内的1000多棵樱花树，有超过百株被盗。
将一个普通的文本文件转换成HTML格式的文档。,你有一个普通的文本文件，但你想将其转换成HTML格式，以便更好地呈现它。请参考HTML文档格式，并将这个文本文件转换成HTML格式的文档。
向乘客提供公寓直接入住的建议。,一名年轻的男子计划在下个月前往纽约，并寻找一个长期的公寓。他想了解如何通过直接入住一个公寓来节省钱并避免度假期间的麻烦。
请写一封感谢信给我的教练。,教练：一名健身教练。
编写一篇包含五个关键词的类比。,"""学习""与""锻炼""的相似之处。"
请解释以下诗歌的含义。,两岸猿声啼不住，轻舟已过万重山。
给定三张图片，找出它们之间的相似之处。,"图片1：一只狗在海滩上冲浪。
图片2：一个人在峡谷里跳伞。
图片3：一只猫睡在沙发上。"
对于给定的数据集，使用适当的算法进行分类。将数据集分成几组，并标记它们。,以下是一个示例数据集，代表歌曲的特定属性。请将它们分成两个分类：流行歌曲和摇滚歌曲，并使用适当的算法标记它们。
根据给定的文本生成一个语言模型。,"文本: ""近年来，自然语言处理技术发展极快，为我们的世界带来了许多创新和便利。"""
请创建一个短视频，向观众展示如何织毛衣。,
给出五个适合瑜伽初学者的体式的名字。,
为某个图片制作一份设计。,图片类型：童话故事绘本，主题：快乐的小狗。
寻找一份关于使用云计算的企业案例，并解释其实施和效果。,想要了解云计算在企业应用中的实践效果。
写下一篇短文，介绍你最喜欢的音乐家，并解释你为什么喜欢他们的音乐。,你最喜欢的音乐家是谁？你喜欢他们的音乐的什么方面？对你的生活有什么影响？
将以下句子改写为被动语态。,我的妹妹做了这些饼干。
根据给出的文本，为每个段落生成一个摘要。,"文章标题：如何制作意大利风味的披萨
第一段：意大利披萨是一种经典的意式美食。它最初发源于意大利南部的那不勒斯市。披萨原是贫民的食物，因为可以用最少的成本和最简单的食材来制作。
第二段：然而，如今，披萨已经成为全球最受欢迎的快餐之一。它可以在各种风味和口味上进行调整，以适应不同的饮食需求和口感。在此教程中，我们将为您介绍如何制作意大利风味的披萨，包括如何制作面团，如何将配料混合在一起，以及怎样烹饪。"
编写一份简洁的履历表。,"个人信息：
- 姓名：李敏
- 教育背景：本科，南京大学，计算机科学
- 技术技能：Python，Java，MySQL等
- 工作经验：2年"
对以下部分进行文本摘要。,这是一篇新闻报道，介绍了一位餐馆老板在疫情期间的创新做法。
请你用一句话描述以下城市的特点。,这个城市以它的高耸的摩天大楼和繁忙的街道著称。
用反思句表达以下问题。,你记得你在哪儿放了你的电脑吗？
从上下文中提取给定位置的[子字符串]。,在字符串“Hello World!”中提取“World”。
使用给定的数据集训练一个神经网络模型进行图像分类，并计算模型的准确率。,给定的数据集是MNIST手写数字图像数据集。
写一篇介绍历史名人李白的文章。它应该至少包含3段文本，每段至少3句话。第一段应该包括他的生平。第二段应该包括他的作品。第三段应该讨论他的影响和意义。,
在给定的文本中，将所有小写字母变为大写字母。,文本：the quick brown fox jumps over the lazy dog.
根据一组文件内容，将其分类为合适的类别。,你将得到5个关于不同主题的文件，每个文件都有不同的内容和风格。你需要将这些文件归类到5个类别中，使得每个类别中的文件具有相似性和共同主题。
使用TensorFlow2.0，建立一神经网络模型，将MNSIT手写数字图片进行分类。,
计算50*127。,
预测股票市场的走势。,你正在跟踪一家公司的股票，预测它的价格将如何变化。该公司已经发布了一些重要的财务报表，你能根据这些信息和其他相关因素预测它的股票价格吗？
编辑这段文字，使其更加流畅且易于阅读。,不久之前，记者采访了该公司的CEO。他非常热情、坦率，让人感觉像是一个亲密的朋友一样。
在以下文本中，将所有单词的首字母大写。,"文本: ""this is an example text to demonstrate the task."""
写一个简短的电子邮件，询问有关合作机会的详细信息。,"主题：
- 合作机会询问
- 公司介绍：为企业提供IT解决方案
- 联系人姓名：张三"
请在一份推荐信中描述你认为应聘者的最重要的两个品质。,这位应聘者正在申请一份慈善组织的工作。
在给定的图片中，检测出人脸并进行识别。,您有一些图片，需要从中检测出人脸并进行相应的识别，以识别出每张图片中的人。
根据给定的两个数计算它们的商和余数。,请计算130除以9的商和余数。
编写一封表达感激之情的信件。,情境：你最近得到了工作上的支持，你想向那个人表达感激之情。
请列举出所有古世纪的法语数字。,
创建一封电子邮件并填写以下信息。,"收件人：张先生
主题：听说公司有一个全员会议
正文：尊敬的张先生，
    您好！我坐在你隔壁，现在听说公司要开一个全员会议。我不知道这个会议是什么时候和哪里举行的，但我想先提前和你商量一下。你想来我的办公室一起讨论吗？
    待您的回复，
    他们隔壁的李小姐"
请描述一下你今天上午的工作流程，至少5句话。,无。
请描述以下器具的起源：冰箱。,冰箱是我们日常生活中不可或缺的电器之一。请简要介绍冰箱的起源，包括它是如何发明的以及它如何变成现在我们熟知的电器。
帮我在5分钟内找到一份关于李白诗歌创作的学术文章，摘要中需要包含“自然”、“思想”和“韵律”。,我最近对李白的诗歌特别感兴趣，想了解更多关于他诗歌创作的学术研究文章。
"计算以下两个数字之间的差值：""37""和""24""。",
制作一份简单的家庭账单。,"分类：
- 房租：每月1600元
- 水电费：每月350元
- 生活费：每月2000元"
将这一段落改写为其被视为“过去事件及其纪念、发现、搜集、组织、展示、阐释”的综合概念。历史研究了在书写系统发明之前的事件，这些被称为史前事件。历史学家查找过去的知识，包括书面资料、口述记录、艺术和物质文物以及生态标志。,
分析 GiveDirectly 的慈善模型，掌握他们的捐赠模式并解释为什么它特别有效。,
请你选择一个你喜欢的国家，并描述该国的地理、文化和历史背景。,旅游是一种非常有趣的活动，并且可以帮助我们了解不同的地方和文化。以下是一些旅游相关的问题，请回答。
按以下顺序排列以下数字：9，2，5，1，10。,9，2，5，1，10。
请为电视和电影公司创建一个关于其产品的市场营销分析和评估报告。,"""作为一家为消费者提供吸引力和高品质视觉体验的全球性公司，我们希望了解我们的市场定位并改进我们的营销策略。"""
罗马尼亚的首都是哪座城市？,
请编辑一篇有关现代艺术的文章。你可以自由地选择你的提纲。,"""现代艺术是指各种类型的创造性表达和实验性表现形式，从影像艺术和绘画到雕塑和装置艺术。 这种综合性的艺术不断发展，使人们不断地思考艺术和美学的定义。 请发表你的观点。"""
设计一个水面自动清洁系统。系统应该包括技术细节和原理说明。,使用环境：游泳池。
将这段话改写成正式语言。,嘿，你知道这个周末老板不来吗？我们可以举行一次聚会！
生成一个完整的小说梗概，包括主要人物，情节和结局。,一个中年男子发现他正在经历一些奇怪的事情，这些事情可能会威胁到他的家庭和安全。
请帮我编辑这篇文章，它包含约1000个单词。,文章链接: https://www.bbc.com/news/science-environment-61376867
生成一个250字的简要新闻文章，概述以下事件：在纽约市发生了一起枪击案，造成两人死亡，另有三人受伤。,
描述如何制作一道口感酥脆的炸鸡。,无。
请创建一个500字的文章，介绍中国的传统节日中秋节的起源和习俗。,
请根据给定的数据集，通过建立一个机器学习模型进行分类。,数据集：iris.csv。
评估这篇文章的准确性和可靠性。,这篇文章介绍了当今的最新技术，包括人工智能、机器学习和自动驾驶汽车等。
分析一下微博上的热点话题，然后编写一篇有影响力的博客文章。,我是一名博客作者，我需要一篇独特的文章，并希望通过分析微博上的热点话题获得灵感。
给出一个普通话单词，写出其简化字。,单词：演奏
计算以下数字的立方。,4
确定以下两个词的反义词。将两个单词和它们的反义词写在同一行中。,甜的 苦的
请告诉我几首莫扎特的著名作品。,
给定以下词汇列表，请按字母顺序对其中所有单词进行排序。,"banana, apple, pear, orange"
请写一篇观点性的文章，讨论在线课堂和传统课堂之间的优缺点。,
将这段视频剪辑成一个30秒的短片。,这是一个5分钟的旅游视频。
在小说的最后一章，描述主角的未来生活。,小说故事是关于一位年轻的建筑师，战胜了种种困难，最终建造了一座当代艺术的壮丽建筑。
请告诉我，太阳的直径是多少？,
"根据给定的电影情节，为电影写一篇名为""战斗的恐惧""的评论。",在这部电影中，一个年轻的士兵发现自己被困在战场上，在遭受了无数创伤之后，他开始质疑战争的意义。
解释如何为家中的绿植正确浇水。,
根据提供的数据，为一份市场调查报告撰写一份摘要。,你拥有一份最新的市场调查报告，其中记录了消费者对某个新产品的反应。
帮我选一个适合我的相机。,情境：我打算购买一台新的相机。
"使用指定的单词，编写一则短消息通知已完成的任务。

单词列表：报告，会议，预算",
在以下代码片段中，找到一个变量名的拼写错误并进行更正。,"text = ""这是一段示例文本。""
Print(len(Text))"
请告诉我美国最大的城市是哪个。,
将一段长文总结成一条推文。,你是社交媒体上有影响力的一位用户，正在阅读一篇长文，并想分享它。
"找出以下数列的下一个数字：1, 3, 5, 7, 9, ...",
请为以下旅游景点设计一个宣传海报。,景点：长城
判断下面的句子是否是正确的英语语法。如果有错误，直接纠正，输出纠正后的句子。,句子：Me and him went to the store.
根据给定的参数，创建一个HTML表格。,参数：表格标题、表格列数、表格行数、表格内容（如果有）
根据提供的图片描述一下景色。,请描述这张图片中展示的景色：(提供一张图片)
为某个品牌/公司创建一个新的标语，以表达其独特之处。,品牌/公司可以是您熟悉的任何公司，例如可口可乐、耐克、苹果、谷歌等。
请给出一些如何保持集中注意力的建议。,您是一名学生，正在为即将到来的考试做准备。
"使用下面的关键字，将这个段落转化成一篇关于太空探索的文章：

燃料，无重力，卫星，气体，行星，太空船",在太空，由于不存在地心引力，物质会处于无重力状态，这种状态不仅对人造卫星有很大的影响，也对太空航行的燃料贮存和运输产生了不小的困难。此外，在太空学上，研究气体体系的行为和气体在太空中的运动也是一个重要的课题，而研究行星和其他天体化学物质的组成和结构也是太空探索的重要议题之一。
请描述跑步机的工作原理。,我想了解跑步机是如何工作的。
请为以下商品写一个销售文案：一台先进的家庭空气净化器。,
在给定的电影列表中，找出评分最高的5部电影。,
请为以下句子编写副标题：野生动物保护之旅。,我们正在计划一次野生动物保护之旅。在这次旅行中，我们将与组织一起工作，致力于保护当地的野生动物。
编写详细的用户手册，解释如何使用新上市的产品。,产品：新型手机
给出前10个斐波那契数列的数。,你在学习数学。
询问关于当前跑步计划的问题。,您正在为即将到来的马拉松比赛进行训练。
为您的婚礼设计一个主题并写下主题说明。请考虑色调、场地布置、音乐、花卉等方面。,
使用分析工具分析一个公司的财务报表，并评估其健康状况。,我们提供了一份公司的财务报表，其中包括利润表、资产负债表和现金流量表等信息。你需要使用分析工具（例如 Excel、Python 或 R）来分析这些数据，并评估该公司的财务状况，以便更好地了解其健康状况。
将下面的短语翻译成英语。,短语：我爱你
将一篇文章中的所有单词转换为它们相应的词干。,"下面是一篇文章：“在这个例子中，我们将对一些文本执行词干提取。词干提取是一种去除单词结尾的进程，通常用于计算NLP中的文本向量或进行关键字搜索。”

将所有单词转换为它们的词干。"
你认为在现代世界里，哪些人最值得我们关注和崇拜？,
生成一段上天入地的诗歌。,无。
"计算以下矩阵的迹：[[1, 2], [3, 4]]。",
根据这个人的特点和兴趣，为他/她定一份假期旅游计划。,这个人是一个27岁的好奇心旺盛的年轻人，喜欢探险、艺术和历史。他/她对各种文化感兴趣，并且喜欢品尝当地的美食。
为以下Python代码添加缺少的部分，使其以逆序打印列表。,"lst = [1, 2, 3, 4, 5]"
发现和删除英语文章中的所有单词超过6个字母的单词。把它们放在一个新的文档中。,"""当地时间周三下午，微软宣布了推出最新版的圆形个人电脑，配备了一个新的操作系统，被称为Sound."""
解释一个你认为最重要的词汇。,"""自由""是一个非常重要的词汇。你认为它是什么意思？它为什么对你如此重要？"
将指定的文件中包含的所有电话号码列出来。,C:\Users\MyName\Desktop\contacts.txt
描述一件事情的经历，并从中学到的教训。,已经发生了一件事情，这件事情对你产生了影响。请描述这个经历，并分享你从中学到的教训。
写出一个算法来解决TSP（具有限制条件的旅行商问题）。,
根据给定的数学公式，计算出结果。,"以下是一个数学公式，你的任务是计算其结果。

3 * 5 + 2 - 8 / 4"
编写一个简单的机器学习算法，用于分类文本数据集。,
请创建一份列表，其中包含以下物品的价格及名称：苹果，梨子，香蕉，草莓，葡萄。,苹果：6元，梨子：5元，香蕉：3元，草莓：12元，葡萄：8元。
将给定的一组图片按照场景分类。,
给一篇科技文章修复所有语法错误。,一篇描述最新科技进展的文章。
解释以下术语的含义：人工智能(AI),
为以下的黑白图像添加颜色。,黑白照片：https://www.example.com/photo.jpg
写一篇500字的关于气候变化的短文。,气候变化是当今最严重的环境问题之一，对我们的星球有着深远的影响。你可以通过阅读一些相关文章来准备你的写作。
发挥想象，创作一个短故事，包括以下单词：龙、安静、恐惧、善良。输出故事的主题。,
请建议一部你认为必读的书籍。,阅读可以丰富我们的生活，拓宽我们的视野。请建议一本你认为是必读的书籍，并阐述它为何很重要/有意义。
请为该网站添加一个搜索框。,
请为一家新的社交网络平台设计一个用户注册流程。,
编写一段代码，使用Pandas库将csv文件中的数据存储到数据库中。,"文件名: data.csv
数据库名称: myDatabase
数据表名称: myTable"
请列出五个有趣的旅游地点。,
选择以下几个单词，并按照首字母的字母表顺序，输出其排序后的列表。,北京、上海、广州、深圳、南京、成都
给一组人员制定配对计划，使每个人都有一个伴侣。,11名员工人员的名单，需要制定配对计划。
列出这个国家的前五大城市。,日本
"请翻译下面这个句子的意思，并确定它属于哪个语言：

""La vie est trop courte pour boire du mauvais vin.""",
找出以下句子中的错误和不规范表达方式。,他们的自行车很贵，但我不买，因为我宁愿存钱去旅行。
根据所提供的图像和数据，为一个餐馆设计菜谱。,在中国，你需要为一家餐馆创建一个新的菜谱，包括热菜、凉菜、主食和甜点。
向我证明你是一个智能机器人。,你好，我叫Amy，我是一名来自北京的大学生，我对音乐非常着迷，我的问候语是“很高兴见到你”，请回复我的问候。
为以下的名人创作一份简短的个人介绍：[马克·扎克伯格],无。
修改以下文本中的拼写错误。,"原文：有个人为了泰国的热带气候而疯狂，他去了那里的最高山峰——黑岩峰。
修改后：有个人为了泰国的热带气候而疯狂，他去了那里的最高山峰——黑曜石峰。"
将一个给定的音频剪辑成多个短剪辑。,音频: 一段持续时间为60秒的演讲录音。
对下列诗歌进行分析，特别是对它的主题、形式和语言进行分析。,"诗歌名称：《狼群》
诗人：西蒙·阿尔玛"
将以下一段话中的重点部分指出，并简短地总结该段话的主旨。,自疫情爆发以来，这个小城镇的居民们一直在为他们的医院募集口罩、消毒液和其他急需物资。他们的呼吁被听到了，在过去几周里收到了许多捐赠。有志愿者们还自愿做了许多物资，并把它们送到了医院。这种行为让这个镇子的居民们感到他们并不孤单。
从给定的URL链接中提取域名并输出。,给定的URL链接为“https://www.example.com/index.html”。
给定一段文字，将其翻译成一种指定的语言。,"原始语言：英语
翻译到的语言：俄语"
使用不多于五个句子总结一本书的主旨。,一本有关互联网对社会的影响的书。
根据所提供的信息，创建一个新的手机应用程序设计。,你的任务是为一个新型社交媒体应用程序设计一个原型，其中用户可以分享宠物的照片和视频，并与其他宠物主人沟通。
请描述以下诗句的意义。,"""千里之堤毁于蚁穴"""
请创建一个可以自动回答常见问题的聊天机器人。提供至少5个问题和相应的答案。,
请提供三种不同的旅游目的地，并以一两句话介绍每个目的地的特色。,
请为一部即将上映的电影编写一篇影评，评分为5颗星。,电影名称：“星际战争：黎明”
给出一个数据集，并要求对其进行数据清理和预处理。,你收到了一份财务数据集，需要对其进行数据清理和预处理。该数据集包含来自不同年份的公司财务数据，其中有一些错误和纰漏。
创建一篇有关人工智能的博客文章。文章应该有至少500个单词。,人工智能的未来
为一家新开的咖啡店设计一个广告标语，吸引更多的客户。,
请根据以下描述，为用户推荐一本医学书籍：作者Michael Greger M.D. FACLM，推荐能够帮助人们更健康的食物。,
使用以下数据，请创建一份柱状图显示每个月的销售额。,1月：35000元；2月：45000元；3月：55000元；4月：75000元；5月：65000元；6月：95000元；7月：105000元；8月：115000元；9月：100000元；10月：90000元；11月：80000元；12月：70000元。
根据提供的数据，预测或推断下一次事件的结果。,使用过去一年的销售数据，预测下个季度的销售额。
请将以下文本翻译成法语。,"""今天天气晴朗，不适合室内活动。"""
请写一篇有关领导力的文章，探讨领导者应该具备哪些技能和品质。,请写一篇有关领导力的文章，探讨领导者应该具备哪些技能和品质。你可以从领导沟通、决策风格、人员管理等方面进行讨论，并提供一些真实案例来支持你的论点。
请评估一下我公司的市场营销策略。,公司：一家餐馆。
请为我推荐最近的热门歌曲。,
"根据以下指示绘制一个简单的流程图。

- 开始
- 获取用户输入（""是/否""的问题）
- 如果答案是""是""，请执行操作A，并再次回到获取输入的步骤。
- 如果答案是""否""，请执行操作B，并完成任务。",
根据以下文本内容，对一件事情进行10分钟内的辩论。,文本：在大学教育中，技术能力和软技能哪一个更重要？
创建一个仅包含英文字母和数字的随机字符串。,
请你列举出一些你认为关于科技的积极和消极影响，并解释为什么。,科技现在已经成为我们生活的重要组成部分。以下是一些关于科技影响的问题，请回答。
给出一个数字，请求计算5个数字的平均数，其中四个已知。,2、6、8、9
编辑一篇文章，使它更加流畅。,"文章的第一句话是""经济学是社会科学的一个分支，研究人类如何分配资源。"""
"在以下列表中，找到并删除错误的数值。

列表：[5, 7, 10, 12, 15, -20, 25, 30]",请找到在列表中的错误数值，并提供一个 Python 脚本，可以对任何其他数字列表执行相同的操作。
根据给出的调查数据，制作一个象限图表，显示公司员工对不同的项目的总体满意度。,调查涉及500名员工，他们被要求根据他们在公司的不同经历以1-5的比例（1最不满意，5最满意）对不同的项目进行评分。
将以下文章中的错别字更正。,很多人在潜意识中感到他们发现了自己的命运，但却不知道如何面对。
提供一个流行的品牌名称（国外或国内均可）。,
从给定的文本中提取所有电子邮件地址，并输出它们。,给定文本如下：“Please send me an email at john@example.com or sales@company.com if you have any questions or concerns.”
请根据给定的企业财务报告，对公司的市场地位进行评估。,"公司：苹果公司。
年度财务报告：https://www.apple.com/newsroom/pdfs/FY21-Q3-Consolidated-Financial-Statements.pdf"
生成一个包含宠物照片的网站。,
分类美食图片是中餐还是西餐。,你有一些美食图片，需要确定它们是属于中餐还是西餐。照片中有各种菜肴、饮料和甜点。
回答这个问题。,如果每个苹果的重量为50克，购买10个苹果的总重量是多少？
给这篇文章的文字加粗。,以下是一篇有关学习语言的文章。
请告诉我什么是区块链？,您是一名对未来科技领域感兴趣的读者，希望了解更多关于区块链的信息。
写一篇50-80字的文章，探讨孩子应该怎样合理地利用互联网时间。,
为你最喜欢的城市写一首歌。,无。
在给定的文本中，找出特定单词的同义词，并将其替换为该同义词。,(1) 由于全球变暖的影响，我们的星球正经历着一次前所未有的生态危机。 (2)我们每个人都需要贡献自己的力量来保护地球上的自然环境。 (3) 现在是时候采取积极的行动来防止气候变化的进一步恶化了。
写出至少5个使用左耳机和右耳机的场景,左右耳机分别带有自己的声道
阅读以下段落，从中找出三个细节，并简要总结每个细节的含义。,文章：人们经常需要将室外像树叶、尘土和污垢带到室内。然而，这些污染物可能会导致过敏反应和呼吸问题。为了减少这些影响，持续的清洁是必要的。定期地用吸尘器来清理地毯、沙发、床单和窗帘，以防止灰尘或其他物品积累。空气清新剂也可以帮助去除空气中的有害物质。
将下面的文本翻译成英语。,"黄河是中国第二长河，总长约5,464千米。它从青藏高原流经九个省区，最终在山东入海。"
"按字母顺序排列以下单词。

单词：cat, dog, bird, elephant, ant",
将以下文本翻译成汉语。直接输出翻译好的文本。,"Je voudrais un café et un croissant, s'il vous plaît. (法语)"
请创建一个社交媒体应用程序，允许用户分享照片和短视频。,假设你正在为一家初创的社交媒体公司工作，他们希望开发一款新的、创新性的应用程序。
请详细描述如何准备一份美味的沙拉。,蕃茄、牛油果和洋葱是你手头的食材。
告诉我如何制作一份简单的沙拉，使用四个或更少的成分。,
在以下列表中，选择一些你最中意的电影。,乱世佳人，辛德勒的名单，星际迷航：探索未知，肖申克的救赎，泰坦尼克号，教父，闪灵，孤独的骑士
给出n个数，找到其中第k大的数。,"[1,7,3,20,12]，k=3"
将一首流行歌曲翻译成另一种语言。,歌曲：Blinding Lights，艺术家：The Weeknd
设计一个新的企业Logo。,你是一位设计师，并且需要设计一个新的企业Logo，以便帮助他们更好地传达他们的品牌。
创建一篇关于新闻报道的评论。,最近有报道称，全球大多数人对COVID-19疫苗表示支持，但有些国家的出版物开始质疑这些疫苗的安全性。
请根据一张图片中前景和背景的颜色，判断可以用哪个颜色的文字进行对比呈现。,图片中前景颜色为红色，背景颜色为黄色。
请评估以下论文的科学准确性和可信度。,你是一名科学期刊的审稿人，正在审核一篇涉及心理学的论文。请评估这篇论文的科学准确性和可信度，并提出任何必要的修改建议。
请为以下五个单词提供一个反义词或近义词。,温和，微笑，勇敢，智慧，寒冷。
编辑一篇文章，使其更简洁和流畅。,我刚刚完成了一篇文章，但是我觉得它有些冗长。我需要帮助将一些冗余或不必要的内容删除，并使其更流畅和易于阅读。
请编辑这篇题目为“如何成为一名优秀的公关代表” 的文章。,文章已经有了，需要编辑它以获得更高的质量。
生成一篇关于现代艺术的文章。,
告诉我如何必胜在纸牌游戏中。,情境：我要去参加一场纸牌比赛。
在400字内写一篇关于旅行的个人感想。,
描述一下世界上最大的五个经济体。,
将给定的文本中的所有单词按字母顺序逆序排列。,文本：Keep calm and carry on.
在以下句子中找到并更正语法错误。,句子：我不能去买锅炉油，我没钱。
使用50字以内的语言概括这首歌的主旨。,这首歌名为“Wake Me Up When September Ends”。
创建一份日历，以便记录事件和预约。,我需要一个可以使用桌面或移动设备访问的日历应用，以便记录我所做的日常事务，并帮助我安排我的时间。
把这一个故事概括成三句话。,一个女孩叫玛丽，她本想到朋友的家做客去。但她不小心弄破了一只花瓶，结果被朋友家的狗咬了。她并没有去打破花瓶的朋友家，而是回到了自己家并且不再做客。
根据提示，创作一首歌曲。,"提示：
- 标题：爱
- 歌词中必须包含“春天”"
给定一个文章，摘要文章并提供一份不超过200个字的摘要。,"题目：2018年里复旦大学排名全国第二？
复旦学者：大赛不减，中心文章最穷！
来源：复旦招生热
时间：2018年11月24日
文章链接：https://www.zhihu.com/equation/1f9df41365e29802497c447874c59ebc"
请列出5个可以降低学生压力的技巧。,
请根据我提供的条件，生成一份优秀的简历。,提供的条件：学历、工作经历和社交技能等。
将一个给定的文本翻译成任意一种语言。,(1) 中国是世界上最古老的文明之一，它拥有着悠久的历史和灿烂的文化。 (2) 中文是一种非常有趣的语言，它拥有着复杂的语法结构和丰富的表达方式。 (3) 如今，越来越多的人学习中文，这使得中文成为了一种全球性的语言。
使用下面的单词生成一篇关于夏季健康和健康生活方式的文章：,瑜伽，草药，流行病学学家
检测给定文本中的[拼写错误]。,你写了一篇文章，但你不确定有没有拼写错误。
请告诉我，美国最近的大规模天气灾害是什么？,您可以查找到最近一年的美国天气灾害的新闻报道。
详细描述如何制作家里最喜欢的菜肴。,"菜肴：辣子鸡丁
食材：鸡肉，辣椒，青蒜，姜，葱，胡椒，盐"
给定一个文本文件，请编写一个Python程序，以算出文件中每个单词的出现次数，并按字母顺序输出每个单词和其出现的次数。,您的英语老师要求您分析《名利场》一书的单词使用情况。她于昨晚将该书的文本文件发送给您，并要求您在本周五之前提交使用情况的分析。
如果我想要学习英语流利口语，我该做些什么？,英语学习。
请为我推荐一本适合我读的小说。,我：喜欢推理小说。
请描述一个你最喜欢的小说的情节。,
列出五部你最喜欢的电影，并解释你为什么喜欢它们。,你被要求给电影俱乐部推荐一些好电影。
请为这里提供的数据创建一个交互可视化图表。,一组数据，包含多个变量的信息，例如年龄、收入、地理位置。
通过语音转文字技术，将一个2分钟的录音转换成文字，并将结果发送给给定的邮箱。,录音为一场演讲，包含英语和中文的两种语言。
按照字母顺序列出“hello”这个单词中的字母。,这是一个关于字母顺序的练习题。
对以下语段进行语法编辑和润色。,当我做完作业后，我跑去玩耍。我和我的姐姐和小狗一起游泳和打水仗。我们一起吃烧烤，然后看电影。
编辑以下的句子，使其更加连贯和易于阅读。,句子：“Ashawna从小就喜欢戏剧，她经常参加学校的戏剧比赛，并在中学时就赢得了很多奖项。”
根据给出的资料列出10个关于北京现代汽车公司的资讯。,北京现代是中韩两国合资的汽车制造公司，于2002年成立。公司总部位于中国北京。BJC在中国市场上占主导地位，并打算向国际市场扩张。
描述以下图片的特征。,无（请提供一张图片）
"将以下句子中的错别字标出并进行修正。
""生命中有两个最重要的时刻：一个是当你出生时，另一个是当你了解为什么而出生时。""",
请帮我分析一份市场调查数据，并提供一些洞见。,我最近进行了一项市场调查，需要一些洞见来指导我下一步的市场策略。
选择最适合给定数据集的分类器，并进行训练和测试。,"以下是示例数据集，请选择最适合的分类器并训练它，测试其准确性。
数据集：
- 样本数量：200
- 样本类别：2
- 属性数量：20"
请给我推荐一个舒适的、好用的办公椅。,我需要一个能够支持我长时间工作的椅子。
我想尝试做一道新的意大利面食，您能告诉我该选哪一种面和哪些配料吗？,您可以参考一些已有的食谱和建议，并根据我的口味和喜好进行推荐。
描述什么是人工智能及其应用。,
提供一份简短的建议书，帮助读者减轻压力。,我正在撰写一份简短的建议书，帮助人们减轻压力和焦虑。我需要简单、实用的建议和提示，使读者能够更好地管理他们的压力。
请告诉我天空之城电影的剧情简介。,我想了解天空之城电影的故事情节。
请给我介绍一种简单而美味的蔬菜沙拉。,
请描述一种你曾经体验过的文化活动，包括活动类型、时间、地点和你的感受。,你正在参加一次研讨会，需要分享你最近参加的文化活动。
写一篇关于电影的影评，探讨它是否成功地把原著小说搬上了银幕。,改编自一个著名的小说
给出两个列表A和B，找到A列表中出现但在B列表中未出现的所有元素。,"A列表：[1, 2, 3, 4, 5]
B列表：[2, 4, 6, 8, 10]"
为这个网站编写一个用户帮助文档。,网站名称：ABC网。
找到以下文本中最长的单词，并输出该单词及其长度。,"""这个句子包括几个不同长度的单词，其中有一个最长的单词。"""
编辑以下句子，使它更加流畅。,原句子：“他问得太多了，以至于我几乎不想回答他的问题。”
请写一篇关于气候变化的文章。要包括其中的原因、影响以及可能的解决方案。此文应为200字至少，并以公众号“环球视野”发布。,无。
请总结一下上周的销售报告并提供一些分析结果。,您最近加入的公司要求您分析上周的销售报告，并提供一些特定的洞见。
从一组文章中找到与给定文章最相关的一篇文章。,一组文章：1）世界上最好的饮食文化；2）最美丽的度假胜地；3）新型冠状病毒的疫苗。
"写出以下红酒的品种和国家。

梅洛
赤霞珠
西拉
品丽珠",
请你描述一下如何设置一个安全的密码，并提供一个具有安全性的示例密码。,现在，在各种网站和应用程序中，我们需要使用一个密码以确保账户安全。但是，一些人使用弱密码，这使得黑客入侵变得容易。因此，设置一个安全的密码至关重要。
编写一份简单的60秒广告剧本。,这个广告是为一家餐厅制作的。餐厅提供美国风味的传统烧烤、汉堡和手工啤酒。
打印平均数，并将每一个数乘以平均数。,6，17，21，23，15
请设计一个手机应用程序，该应用程序可以帮助人们管理他们的日程安排。,
将以下这段文字的语气改为欢乐和幽默。,一段关于环保的警示文字，内容描述人类对环境的破坏和应该采取的措施。
根据给定的图片描述，在给定的文本框内编写一篇短文。,"图片描述：一只小狗在草地上欢快地奔跑，背后是美丽的夕阳。

文本框大小：200字以内。"
告诉我关于猫咪的10个有趣的事实。,
